Handle,Name,Status,Address Line 1,Address Line 2,Postal/ZIP Code,City,State/Province/Region,Country,Phone,Email,Website,Image URL,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Page Title,Page Description,Meta Title,Meta Description,Latitude,Longitude,Priority,Name - FR,Page Title - FR,Page Description - FR,Name - ZH-CN,Page Title - ZH-CN,Page Description - ZH-CN,Name - ES,Page Title - ES,Page Description - ES, Tags,Custom Brands,Custom Brands - FR,Custom Brands - ZH-CN,Custom Brands - ES,Custom Button title 1,Custom Button title 1 - FR,Custom Button title 1 - ZH-CN,Custom Button title 1 - ES,Custom Button URL 1,Custom Button URL 1 - FR,Custom Button URL 1 - ZH-CN,Custom Button URL 1 - ES,Custom Button title 2,Custom Button title 2 - FR,Custom Button title 2 - ZH-CN,Custom Button title 2 - ES,Custom Button URL 2,Custom Button URL 2 - FR,Custom Button URL 2 - ZH-CN,Custom Button URL 2 - ES
kay,KAY,TRUE,151 Disc Drive,"",89439,Verdi,Nevada,USA,(+1) 775-626-0263,,,,,,,,,,,KAY,"",KAY,"",39.5761007,-119.7409392,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-2,KAY,TRUE,5000 Meadowood Mall Circle Ste F123A,"",89502,Reno,Nevada,USA,(+1) 775-862-4575,,,,,,,,,,,KAY,"",KAY,"",39.4748373,-119.7831017,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-3,KAY,TRUE,2115 Festival Plz Drive,"",89135,Las Vegas,Nevada,USA,(+1) 702-228-0006,,,,,,,,,,,KAY,"",KAY,"",36.1486063,-115.3337846,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-4,KAY,TRUE,4300 Meadows Lane,"",89107,Las Vegas,Nevada,USA,(+1) 702-878-4133,,,,,,,,,,,KAY,"",KAY,"",36.1726548,-115.1965118,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-5,KAY,TRUE,3200 Las Vegas Blvd S,"",89109,Las Vegas,Nevada,USA,(+1) 702-866-0603,,,,,,,,,,,KAY,"",KAY,"",36.1289314,-115.1712538,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-6,KAY,TRUE,3663 Lv Blvd South,"",89109,Las Vegas,Nevada,USA,(+1) 702-784-0644,,,,,,,,,,,KAY,"",KAY,"",36.128564,-115.169982,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-7,KAY,TRUE,6659 Las Vegas Blvd South,"",89119,Las Vegas,Nevada,USA,(+1) 702-614-8487,,,,,,,,,,,KAY,"",KAY,"",36.0695412,-115.1720866,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-8,KAY,TRUE,1300 West Sunset Rd,"",89014,Henderson,Nevada,USA,(+1) 702-434-1530,,,,,,,,,,,KAY,"",KAY,"",36.066421,-115.0429602,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-jewelers,KAY JEWELERS,TRUE,14400 BEAR VALLEY ROAD,"",92392,Victorville,California,USA,(+1) 760-241-1401,,,,,,,,,,,KAY JEWELERS,"",KAY JEWELERS,"",34.4736474,-117.3478756,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-jewelers-2,KAY JEWELERS,TRUE,48650 SEMINOLE DR,"",92230,Cabazon,California,USA,(+1) 951-922-1088,,,,,,,,,,,KAY JEWELERS,"",KAY JEWELERS,"",33.9280327,-116.8133551,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-jewelers-3,KAY JEWELERS,TRUE,72-840 HIGHWAY 111,"",92260,Palm Desert,California,USA,(+1) 760-341-3148,,,,,,,,,,,KAY JEWELERS,"",KAY JEWELERS,"",33.7235999,-116.3946746,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-outlet,KAY OUTLET,TRUE,855 S Grand Central Parkway,"",89106,Las Vegas,Nevada,USA,(+1) 702-385-2206,,,,,,,,,,,KAY OUTLET,"",KAY OUTLET,"",36.1647413,-115.1565908,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kay-outlet-2,KAY OUTLET,TRUE,7400 S Las Vegas Blvd S,"",89123,Las Vegas,Nevada,USA,(+1) 720-260-8699,,,,,,,,,,,KAY OUTLET,"",KAY OUTLET,"",36.0522734,-115.1695549,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
kenjo,KENJO,TRUE,47 West 55th St.,"",10019,New York,New York,USA,,,,,,,,,,,,KENJO,"",KENJO,"",40.7626228,-73.9768339,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
kenjo-2,KENJO,TRUE,"Entrance on, 1350 Avenue of the Americas 2nd Floor, W 55th St","",10019,New York,New York,USA,(+1) 800-548-8463,,www.kenjo.net/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,KENJO,"",KENJO,"",40.7625721,-73.9777976,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
kevin-jewelers,KEVIN JEWELERS,TRUE,14400 BEAR VALLEY ROAD,"",92392,Victorville,California,USA,(+1) 760-843-0198,,,,,,,,,,,KEVIN JEWELERS,"",KEVIN JEWELERS,"",34.4736474,-117.3478756,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
kevin-jewelers-2,KEVIN JEWELERS,TRUE,72840 HIGHWAY 111,"",92260,Palm Desert,California,USA,(+1) 760-674-8900,,,,,,,,,,,KEVIN JEWELERS,"",KEVIN JEWELERS,"",33.7238528,-116.3944715,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
king-jewelers,KING JEWELERS,TRUE,4121 Hillsboro Pike,"",37215,Nashville,Tennessee,USA,(+1) 615-724-5464,,,,,,,,,,,KING JEWELERS,"",KING JEWELERS,"",36.1012344,-86.8193276,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>, <a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
kj-2889,KJ #2889,TRUE,27461 San Bernadino Ave,"",92374,Redlands,California,USA,(+1) 909-792-8571,,,,,,,,,,,KJ #2889,"",KJ #2889,"",34.0759228,-117.2051983,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
kj-4191,KJ #4191,TRUE,3663 LV BOULEVARD SOUTH,"",89109,Las Vegas,Nevada,USA,(+1) 702-784-0644,,,,,,,,,,,KJ #4191,"",KJ #4191,"",36.1091945,-115.1688833,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
klaus-petra-kriescher,KLAUS & PETRA KRIESCHER,TRUE,Alte Turmstrasse 56,"",52457,Aldenhoven,North Rhine–Westphalia,Germany,(+49)24647238,klaus.kriescher@gmx.de,www.kriescher-aldenhoven.de,,,,,,,,,KLAUS & PETRA KRIESCHER,"",KLAUS & PETRA KRIESCHER,"",50.8946149,6.2868709,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
knar-jewellery-guelph,KNAR JEWELLERY GUELPH,TRUE,"56 Wyndham St North, Guelph, ON N1H 4E6","",N1H 4E6,Guelph,Ontario,Canada,(+1) 519-821-7982,sasha.b@knar.com,https://knar.com/pages/oakville/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,KNAR JEWELLERY GUELPH,"",KNAR JEWELLERY GUELPH,"",43.4579143,-79.6787239,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>, <a href=""https://watchdna.com/blogs/history/TUDOR"">TUDOR</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/CHOPARD"">CHOPARD</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FRÉDÉRIQUE CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/GIRARD-PERREGAUX"">GIRARD-PERREGAUX</A>, <a href=""https://watchdna.com/blogs/history/GLASHUTTE-ORIGINAL"">GLASHUTTE</A>, <a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>, JACOB & CO, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",,"","","",,"","","",,"","","",,"","",""
knar-jewellery-oakville,KNAR JEWELLERY OAKVILLE,TRUE,"321 Cornwall Road, Oakville, ON L6J 7Z5","",L6J 7Z5,Oakville,Ontario,Canada,(+1) 905-815-8777,sasha.b@knar.com,https://knar.com/pages/oakville/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,KNAR JEWELLERY OAKVILLE,"",KNAR JEWELLERY OAKVILLE,"",43.4579143,-79.6787239,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>, <a href=""https://watchdna.com/blogs/history/TUDOR"">TUDOR</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/CHOPARD"">CHOPARD</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FRÉDÉRIQUE CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/GIRARD-PERREGAUX"">GIRARD-PERREGAUX</A>, <a href=""https://watchdna.com/blogs/history/GLASHUTTE-ORIGINAL"">GLASHUTTE</A>, <a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>, JACOB & CO, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",,"","","",,"","","",,"","","",,"","",""
knar-jewellery-toronto,KNAR JEWELLERY TORONTO,TRUE,"38 Avenue Road, Toronto, ON M5R 2G2","",M5R 2G2,Toronto,Ontario,Canada,(+1) 416-921-9200,jeff.b@knar.com,https://knar.com/pages/oakville/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,KNAR JEWELLERY TORONTO,"",KNAR JEWELLERY TORONTO,"",43.4579143,-79.6787239,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>, <a href=""https://watchdna.com/blogs/history/TUDOR"">TUDOR</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/CHOPARD"">CHOPARD</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FRÉDÉRIQUE CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/GIRARD-PERREGAUX"">GIRARD-PERREGAUX</A>, <a href=""https://watchdna.com/blogs/history/GLASHUTTE-ORIGINAL"">GLASHUTTE</A>, <a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>, JACOB & CO, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",,"","","",,"","","",,"","","",,"","",""
koh-i-noor-jewellers,KOH-I-NOOR JEWELLERS,TRUE,1005-5075 Falconbridge Blvd NE,"",T3J 3K9,Calgary,Alberta,Canada,(+1) 403-280-1111,info@kohinoorjewellers.ca,https://www.kohinoorjewellers.com/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,KOH-I-NOOR JEWELLERS,"",KOH-I-NOOR JEWELLERS,"",51.0975284,-113.9613905,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
korman-fine-jewelry,KORMAN FINE JEWELRY,TRUE,5011 Burnet Rd.,"",78756,Austin,Texas,USA,(+1) 512-451-9292,,,,,,,,,,,KORMAN FINE JEWELRY,"",KORMAN FINE JEWELRY,"",30.3216868,-97.7390392,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
koscom-hodinky,KOSCOM HODINKY,TRUE,pasáž Florentinum Na Poříčí 1048/30,"",11000,Praha,Prague 1,Czech Republic,(+42)0224-826-966,napistenam@koscom.cz,www.hodinky-koscom.cz,,,,,,,,,KOSCOM HODINKY,"",KOSCOM HODINKY,"",50.0897722,14.4345518,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
koser-jewelers,KOSER JEWELERS,TRUE,"East Main Street, 811","",17552,Mount Joy,Pennsylvania,USA,,,https://www.koserjewelers.com/?utm_source=localfx&utm_medium=organic&utm_campaign=localfx/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,KOSER JEWELERS,"",KOSER JEWELERS,"",40.109604,-76.4843946,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
kronos-america-llc-after-sales-service,KRONOS AMERICA LLC - AFTER SALES SERVICE,TRUE,"2151 S Le Jeune Rd, Miami","",33134,Miami,Florida,USA,(+1) 305-358-9930,,,,,,,,,,,KRONOS AMERICA LLC - AFTER SALES SERVICE,"",KRONOS AMERICA LLC - AFTER SALES SERVICE,"",25.7524895,-80.2623618,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
kruzik-uhren-juwelen-salzburg-gmbh,KRUZIK UHREN-JUWELEN SALZBURG GMBH,TRUE,Universitätsplatz 8,"",5020,Salzburg,Salzburg,Austria,(+43)662-842-150,salzburg@uhrenkruzik.at,juwelier-kruzik.at/index.php/uhren/fortis.html,,,,,,,,,KRUZIK UHREN-JUWELEN SALZBURG GMBH,"",KRUZIK UHREN-JUWELEN SALZBURG GMBH,"",47.7996901,13.0424716,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
l-majors,L. MAJORS,TRUE,2727 Exposition Blvd. #110,"",78703,Austin,Texas,USA,(+1) 512-473-0078,,,,,,,,,,,L. MAJORS,"",L. MAJORS,"",30.303866,-97.7637871,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
l-oro-bloor-st,L'ORO BLOOR ST,TRUE,"170 Bloor St W, Toronto, ON M5S 1T9","",M5S 1T9,Toronto,Ontario,Canada,(+1) 647-777-7389,info@loro.ca,https://loro.ca/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,L'ORO BLOOR ST,"Toronto’s trusted destination for luxury timepieces, L’ORO is more than an authorized retailer—we’re an exclusive boutique partner for iconic watch brands, offering a curated selection you won’t find elsewhere. Blending heritage craftsmanship with modern sophistication, our collection spans timeless classics, limited editions, and cutting-edge designs, each chosen for its precision, artistry, and enduring appeal. Whether you seek a refined everyday piece or a statement-making heirloom, our personalized service and passion for horology ensure your watch tells your story.

Where exclusivity meets expertise.",L'ORO BLOOR ST,"Toronto’s trusted destination for luxury timepieces, L’ORO is more than an authorized retailer—we’re an exclusive boutique partner for iconic watch brands, offering a curated selection you won’t find elsewhere. Blending heritage craftsmanship with modern sophistication, our collection spans timeless classics, limited editions, and cutting-edge designs, each chosen for its precision, artistry, and enduring appeal. Whether you seek a refined everyday piece or a statement-making heirloom, our personalized service and passion for horology ensure your watch tells your story.

Where exclusivity meets expertise.",43.6687752,-79.3945062,1,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>, <a href=""https://watchdna.com/blogs/history/IWC"">IWC</A>, <a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>, <a href=""https://watchdna.com/blogs/history/PANERAI"">PANERAI</A>, <a href=""https://watchdna.com/blogs/history/ROGER-DUBUIS"">ROGER DUBUIS</A>","","","",Instagram,"","","",https://www.instagram.com/loro.ca/,"","","",,"","","",,"","",""
l-oro-markville,L'ORO MARKVILLE,TRUE,"Markville Mall, 5000 hwy 7","",L3R 4M9,Markham,Ontario,Canada,(+1) 905-477-1273,info@loro.ca,https://loro.ca/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,L'ORO MARKVILLE,"",L'ORO MARKVILLE,"",43.8682046,-79.2883119,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/GLASHUTTE-ORIGINAL"">GLASHUTTE</A>, <a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/HUBLOT"">HUBLOT</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MEISTERSINGER"">MEISTERSINGER</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/NOMOS-GLASHUTTE"">NOMOS GLASHUTTE</A>, <a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>, <a href=""https://watchdna.com/blogs/history/ORIS"">ORIS</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, RESSENCE, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG HEUER</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",,"","","",,"","","",,"","","",,"","",""
l-oro-sherway-gardens,L'ORO SHERWAY GARDENS,TRUE,"Sherway Gardens 25 the West Mall, Unit 3115","",M9C 1B8,Etobicoke,Ontario,Canada,(+1) 902-423-5600,info@loro.ca,https://loro.ca/?utm_source=WatchDNA.com&utm_medium=Store+locator,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/loro_sherway.jpg?v=1750674488,,,,,,,,L'ORO SHERWAY GARDENS,"",L'ORO SHERWAY GARDENS,"",43.61272163,-79.55795483,,"","","","","","","","","",NORQAIN,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/CHOPARD""> CHOPARD </A>, <a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HUBLOT"">HUBLOT</A>, <a href=""https://watchdna.com/blogs/history/MEISTERSINGER"">MEISTERSINGER</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/NOMOS-GLASHUTTE"">NOMOS GLASHUTTE</A>, <a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
la-difference-time-centre,‭LA DIFFERENCE TIME CENTRE‬,TRUE,#101 180 Enterprise Boulevard,"",L6G 1B,Markham,Ontario,Canada,(+1) 905-771-9111,info@ladifference.ca,https://www.ladifference.ca?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,‭LA DIFFERENCE TIME CENTRE‬,"",‭LA DIFFERENCE TIME CENTRE‬,"",43.850094,-79.3234946,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>, <a href=""https://watchdna.com/blogs/history/TUDOR"">TUDOR</A>","","","",,"","","",,"","","",,"","","",,"","",""
la-maison-monaco-place-montreal-trust,LA MAISON MONACO - PLACE MONTREAL TRUST,TRUE,1500 McGill College,"",H3A 3J5,Montreal,Quebec,Canada,(+1) 514-844-4441,info@lamaisonmonaco.com,https://www.lamaisonmonaco.com?utm_source=WatchDNA.com&utm_medium=Store+locator,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/La_Maison_Monaco_-_Place_Montreal_Trust.webp?v=1712633277,,,,,,,,LA MAISON MONACO - PLACE MONTREAL TRUST,"Welcome to La Maison Monaco, where luxury and timeless style meet. Our curated collection of exceptional timepieces and jewelry embodies sophistication and elegance. With every purchase, rest assured of unparalleled service, care, and hospitality, ensuring every client receives the highest level of attention and care. Discover the world of La Maison Monaco and indulge in the finest craftsmanship and exceptional service.",LA MAISON MONACO - PLACE MONTREAL TRUST,"Welcome to La Maison Monaco, where luxury and timeless style meet. Our curated collection of exceptional timepieces and jewelry embodies sophistication and elegance. With every purchase, rest assured of unparalleled service, care, and hospitality, ensuring every client receives the highest level of attention and care. Discover the world of La Maison Monaco and indulge in the finest craftsmanship and exceptional service.",45.5023402,-73.5723526,1,"","","","","","","","","","CITIZEN, FREDERIQUE CONSTANT, HAMILTON, LONGINES, MIDO, ORIS, RADO, SEIKO, TISSOT","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE-CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/ORIS"">ORIS</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",Instagram,"","","",https://www.instagram.com/lamaisonmonaco/,"","","",,"","","",,"","",""
la-maison-monaco-rideau-center,LA MAISON MONACO - RIDEAU CENTER,TRUE,50 Rideau St Unit 355,"",K1N 9J7,Ottawa,Ontario,Canada,(+1) 613-366-2777,info@lamaisonmonaco.com,https://www.lamaisonmonaco.com?utm_source=WatchDNA.com&utm_medium=Store+locator,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/La_Maison_Monaco_-_Ottawa_Rideau_Center.webp?v=1712614949,,,,,,,,LA MAISON MONACO - RIDEAU CENTER,"Welcome to La Maison Monaco, where luxury and timeless style meet. Our curated collection of exceptional timepieces and jewelry embodies sophistication and elegance. With every purchase, rest assured of unparalleled service, care, and hospitality, ensuring every client receives the highest level of attention and care. Discover the world of La Maison Monaco and indulge in the finest craftsmanship and exceptional service.",LA MAISON MONACO - RIDEAU CENTER,"Welcome to La Maison Monaco, where luxury and timeless style meet. Our curated collection of exceptional timepieces and jewelry embodies sophistication and elegance. With every purchase, rest assured of unparalleled service, care, and hospitality, ensuring every client receives the highest level of attention and care. Discover the world of La Maison Monaco and indulge in the finest craftsmanship and exceptional service.",45.42540188,-75.69233912,1,"","","","","","","","","","TAG HEUER, GUCCI, HAMILTON, LONGINES, MIDO, ORIS, TISSOT, OMEGA","<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG-HEUER</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/ORIS"">ORIS</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",Instagram,"","","",https://www.instagram.com/lamaisonmonaco/,"","","",,"","","",,"","",""
